331	18;5,5,1,6,2,3,1,1,2,1,2,1,11,2,1,1,17,1,1,2,11,1,2,1,2,1,1,3,2,6,1,5,5,36
332	18;4,1,1,8,1,1,4,36
333	18;4,36
334	18;3,1,1,1,2,5,1,2,2,11,1,3,7,18,7,3,1,11,2,2,1,5,2,1,1,1,3,36
335	18;3,3,3,36
336	18;3,36
337	18;2,1,3,1,11,2,4,1,3,3,1,4,2,11,1,3,1,2,36
338	18;2,1,1,2,36
339	18;2,2,2,1,17,1,2,2,2,36
340	18;2,3,1,1,1,1,8,1,1,1,1,3,2,36
341	18;2,6,1,8,2,1,2,1,2,8,1,6,2,36
342	18;2,36
343	18;1,1,11,1,5,3,1,17,1,3,5,1,11,1,1,36
344	18;1,1,4,1,3,1,4,1,1,36
345	18;1,1,2,1,6,1,2,1,1,36
346	18;1,1,1,1,36
347	18;1,1,1,2,4,1,17,1,4,2,1,1,1,36
348	18;1,1,1,8,1,1,1,36
349	18;1,2,7,7,2,1,36
350	18;1,2,2,2,1,36
351	18;1,2,1,3,2,2,2,3,1,2,1,36
352	18;1,3,5,9,5,3,1,36
353	18;1,3,1,2,1,1,1,1,1,1,2,1,3,1,36
354	18;1,4,2,2,18,2,2,4,1,36
355	18;1,5,3,3,1,6,1,3,3,5,1,36
356	18;1,6,1,1,2,1,8,1,2,1,1,6,1,36
357	18;1,8,2,8,1,36
358	18;1,11,1,1,1,3,1,1,4,1,5,2,18,2,5,1,4,1,1,3,1,1,1,11,1,36
359	18;1,17,1,36
360	18;1,36
361	19
362	19;38
363	19;19,38
364	19;12,1,2,3,1,8,1,3,2,1,12,38
365	19;9,1,1,9,38
366	19;7,1,1,1,2,12,2,1,1,1,7,38
367	19;6,2,1,3,1,1,2,1,12,19,12,1,2,1,1,3,1,2,6,38
368	19;5,2,5,38
369	19;4,1,3,2,7,4,7,2,3,1,4,38
370	19;4,4,38
371	19;3,1,4,1,3,38
372	19;3,2,12,2,3,38
373	19;3,5,5,3,38
374	19;2,1,18,1,2,38
375	19;2,1,2,1,5,1,2,1,2,38
376	19;2,1,1,3,1,2,2,4,2,2,1,3,1,1,2,38
377	19;2,2,2,38
378	19;2,3,1,4,1,3,2,38
379	19;2,7,3,2,2,6,12,1,4,1,1,1,3,4,19,4,3,1,1,1,4,1,12,6,2,2,3,7,2,38
380	19;2,38
381	19;1,1,12,1,1,38
382	19;1,1,5,12,1,5,1,1,2,3,1,18,1,3,2,1,1,5,1,12,5,1,1,38
383	19;1,1,3,19,3,1,1,38
384	19;1,1,2,9,2,1,1,38
385	19;1,1,1,1,1,3,1,2,1,3,1,1,1,1,1,38
386	19;1,1,1,4,1,18,1,4,1,1,1,38
387	19;1,2,19,2,1,38
388	19;1,2,3,4,12,1,8,1,12,4,3,2,1,38
389	19;1,2,1,1,1,1,2,1,38
390	19;1,2,1,38
391	19;1,3,2,2,1,1,2,19,2,1,1,2,2,3,1,38
392	19;1,3,1,38
393	19;1,4,1,2,4,1,1,1,1,12,1,1,1,1,4,2,1,4,1,38
394	19;1,5,1,1,1,3,1,3,5,2,2,5,3,1,3,1,1,1,5,1,38
395	19;1,6,1,38
396	19;1,8,1,38
397	19;1,12,3,4,9,1,2,1,2,1,1,2,1,2,1,9,4,3,12,1,38
398	19;1,18,1,38
399	19;1,38
400	20
401	20;40
402	20;20,40
403	20;13,2,1,3,1,3,1,2,13,40
404	20;10,40
405	20;8,40
406	20;6,1,2,4,7,1,4,1,7,4,2,1,6,40
407	20;5,1,2,1,5,40
408	20;5,40
409	20;4,2,7,1,1,1,4,2,2,13,13,2,2,4,1,1,1,7,2,4,40
410	20;4,40
411	20;3,1,1,1,19,1,1,1,3,40
412	20;3,2,1,3,1,4,3,2,13,10,13,2,3,4,1,3,1,2,3,40
413	20;3,9,1,4,1,9,3,40
414	20;2,1,7,2,7,1,2,40
415	20;2,1,2,4,6,1,1,3,1,1,6,4,2,1,2,40
416	20;2,1,1,9,1,1,2,40
417	20;2,2,1,1,1,5,4,1,12,1,4,5,1,1,1,2,2,40
418	20;2,4,20,4,2,40
419	20;2,7,1,2,3,1,2,1,19,1,2,1,3,2,1,7,2,40
420	20;2,40
421	20;1,1,13,5,1,3,1,2,1,1,1,2,9,1,7,3,3,2,2,3,3,7,1,9,2,1,1,1,2,1,3,1,5,13,1,1,40
422	20;1,1,5,2,1,3,20,3,1,2,5,1,1,40
423	20;1,1,3,4,3,1,1,40
424	20;1,1,2,4,5,1,1,1,9,1,1,1,5,4,2,1,1,40
425	20;1,1,1,1,1,1,40
426	20;1,1,1,3,2,6,2,3,1,1,1,40
427	20;1,1,1,40
428	20;1,2,4,1,5,10,5,1,4,2,1,40
429	20;1,2,2,9,1,12,1,9,2,2,1,40
430	20;1,2,1,3,1,6,8,6,1,3,1,2,1,40
431	20;1,3,5,1,2,7,1,19,1,7,2,1,5,3,1,40
432	20;1,3,1,1,1,3,1,40
433	20;1,4,4,2,2,1,3,13,1,1,1,1,13,3,1,2,2,4,4,1,40
434	20;1,4,1,40
435	20;1,5,1,40
436	20;1,7,2,1,1,1,13,3,2,2,5,1,1,4,10,4,1,1,5,2,2,3,13,1,1,1,2,7,1,40
437	20;1,9,2,9,1,40
438	20;1,12,1,40
439	20;1,19,1,40
440	20;1,40
441	21
442	21;42
443	21;21,42
444	21;14,42
445	21;10,1,1,10,42
446	21;8,2,2,1,3,1,1,20,1,1,3,1,2,2,8,42
447	21;7,42
448	21;6,42
449	21;5,3,1,1,1,7,1,5,5,1,7,1,1,1,3,5,42
450	21;4,1,2,4,2,1,4,42
451	21;4,4,2,8,21,8,2,4,4,42
452	21;3,1,5,3,10,3,5,1,3,42
453	21;3,1,1,10,14,10,1,1,3,42
454	21;3,3,1,13,2,3,2,1,1,4,6,1,7,1,1,1,20,1,1,1,7,1,6,4,1,1,2,3,2,13,1,3,3,42
455	21;3,42
456	21;2,1,4,1,2,42
457	21;2,1,1,1,5,2,13,1,3,1,4,1,1,4,1,3,1,13,2,5,1,1,1,2,42
458	21;2,2,42
459	21;2,2,1,4,21,4,1,2,2,42
460	21;2,4,3,1,2,10,2,1,3,4,2,42
461	21;2,8,10,1,1,1,1,1,1,1,1,10,8,2,42
462	21;2,42
463	21;1,1,13,1,5,4,1,1,1,1,2,2,6,1,3,21,3,1,6,2,2,1,1,1,1,4,5,1,13,1,1,42
464	21;1,1,5,1,1,1,5,1,1,42
465	21;1,1,3,2,2,2,3,1,1,42
466	21;1,1,2,2,1,2,5,1,3,1,20,1,3,1,5,2,1,2,2,1,1,42
467	21;1,1,1,1,3,3,21,3,3,1,1,1,1,42
468	21;1,1,1,2,1,1,1,42
469	21;1,1,1,10,6,10,1,1,1,42
470	21;1,2,8,2,1,42
471	21;1,2,2,1,3,4,14,4,3,1,2,2,1,42
472	21;1,2,1,1,1,4,5,4,1,1,1,2,1,42
473	21;1,2,1,42
474	21;1,3,2,1,1,1,6,1,1,1,2,3,1,42
475	21;1,3,1,6,2,6,1,3,1,42
476	21;1,4,2,10,2,4,1,42
477	21;1,5,3,1,4,10,1,2,2,4,2,2,1,10,4,1,3,5,1,42
478	21;1,6,3,4,1,1,5,1,2,3,1,1,1,1,1,13,1,20,1,13,1,1,1,1,1,3,2,1,5,1,1,4,3,6,1,42
479	21;1,7,1,3,2,21,2,3,1,7,1,42
480	21;1,9,1,42
481	21;1,13,1,1,1,4,4,1,1,1,13,1,42
482	21;1,20,1,42
483	21;1,42
484	22
485	22;44
486	22;22,44
487	22;14,1,2,4,1,1,3,2,5,1,6,1,1,21,1,1,6,1,5,2,3,1,1,4,2,1,14,44
488	22;11,44
489	22;8,1,4,1,1,1,3,2,1,2,14,2,1,2,3,1,1,1,4,1,8,44
490	22;7,2,1,4,4,4,1,2,7,44
491	22;6,3,4,8,1,1,1,2,1,1,21,1,1,2,1,1,1,8,4,3,6,44
492	22;5,1,1,10,1,1,5,44
493	22;4,1,10,3,3,10,1,4,44
494	22;4,2,2,1,2,1,2,2,4,44
495	22;4,44
496	22;3,1,2,4,1,1,2,2,2,1,1,4,2,1,3,44
497	22;3,2,2,5,6,5,2,2,3,44
498	22;3,6,22,6,3,44
499	22;2,1,21,1,2,44
500	22;2,1,3,2,1,1,10,1,1,2,3,1,2,44
501	22;2,1,1,1,1,3,8,1,2,10,1,5,2,14,2,5,1,10,2,1,8,3,1,1,1,1,2,44
502	22;2,2,7,14,1,4,22,4,1,14,7,2,2,44
503	22;2,2,1,21,1,2,2,44
504	22;2,4,2,44
505	22;2,8,2,44
506	22;2,44
507	22;1,1,14,1,1,44
508	22;1,1,5,1,14,5,1,1,3,4,1,2,1,1,1,10,1,1,1,2,1,4,3,1,1,5,14,1,5,1,1,44
509	22;1,1,3,1,1,2,10,1,8,8,1,10,2,1,1,3,1,1,44
510	22;1,1,2,1,1,44
511	22;1,1,1,1,6,1,14,4,1,21,1,4,14,1,6,1,1,1,1,44
512	22;1,1,1,2,6,11,6,2,1,1,1,44
513	22;1,1,1,5,1,4,5,2,5,4,1,5,1,1,1,44
514	22;1,2,22,2,1,44
515	22;1,2,3,1,3,1,3,2,1,44
516	22;1,2,1,1,14,1,1,2,1,44
517	22;1,2,1,4,3,3,2,10,1,14,4,14,1,10,2,3,3,4,1,2,1,44
518	22;1,3,6,3,1,44
519	22;1,3,1,1,2,1,2,3,7,3,2,1,2,1,1,3,1,44
520	22;1,4,11,4,1,44
521	22;1,4,1,2,1,2,8,1,3,3,1,8,2,1,2,1,4,1,44
522	22;1,5,1,1,4,1,1,5,1,44
523	22;1,6,1,1,1,4,2,3,14,1,21,1,14,3,2,4,1,1,1,6,1,44
524	22;1,8,5,1,1,1,1,2,1,10,1,2,1,1,1,1,5,8,1,44
525	22;1,10,2,10,1,44
526	22;1,14,3,4,1,3,2,1,3,1,8,2,1,1,2,2,6,7,2,22,2,7,6,2,2,1,1,2,8,1,3,1,2,3,1,4,3,14,1,44
527	22;1,21,1,44
528	22;1,44
529	23
530	23;46
531	23;23,46
532	23;15,2,1,4,2,4,1,2,15,46
533	23;11,1,1,11,46
534	23;9,4,1,1,22,1,1,4,9,46
535	23;7,1,2,4,1,3,1,4,2,1,7,46
536	23;6,1,1,2,5,2,1,1,6,46
537	23;5,1,3,2,1,1,1,2,1,14,1,2,1,1,1,2,3,1,5,46
538	23;5,7,1,1,7,5,46
539	23;4,1,1,1,1,1,4,46
540	23;4,4,1,10,1,4,4,46
541	23;3,1,5,1,8,2,4,1,2,3,1,1,11,15,2,2,1,1,1,1,1,1,2,2,15,11,1,1,3,2,1,4,2,8,1,5,1,3,46
542	23;3,1,1,3,1,1,1,22,1,1,1,3,1,1,3,46
543	23;3,3,3,1,14,1,3,3,3,46
544	23;3,11,3,46
545	23;2,1,8,1,2,46
546	23;2,1,2,1,2,46
547	23;2,1,1,2,1,2,1,7,15,2,6,5,23,5,6,2,15,7,1,2,1,2,1,1,2,46
548	23;2,2,3,1,5,1,10,1,5,1,3,2,2,46
549	23;2,3,9,11,1,1,1,1,4,1,1,1,1,11,9,3,2,46
550	23;2,4,1,2,1,1,7,4,7,1,1,2,1,4,2,46
551	23;2,8,1,8,2,46
552	23;2,46
553	23;1,1,15,5,1,4,2,1,1,3,1,2,6,2,1,3,1,1,2,4,1,5,15,1,1,46
554	23;1,1,6,4,1,1,4,6,1,1,46
555	23;1,1,3,1,3,1,1,46
556	23;1,1,2,1,1,1,3,3,2,1,5,5,15,1,1,8,1,10,1,8,1,1,15,5,5,1,2,3,3,1,1,1,2,1,1,46
557	23;1,1,1,1,46
558	23;1,1,1,1,1,4,1,1,1,1,1,46
559	23;1,1,1,4,15,1,1,4,1,2,1,4,1,1,15,4,1,1,1,46
560	23;1,1,1,46
561	23;1,2,5,1,1,2,2,2,1,1,5,2,1,46
562	23;1,2,2,2,4,1,5,1,22,1,5,1,4,2,2,2,1,46
563	23;1,2,1,2,23,2,1,2,1,46
564	23;1,2,1,46
565	23;1,3,2,1,11,5,5,11,1,2,3,1,46
566	23;1,3,1,3,1,1,8,1,22,1,8,1,1,3,1,3,1,46
567	23;1,4,3,4,1,46
568	23;1,4,1,46
569	23;1,5,1,5,9,2,1,2,3,3,2,1,2,9,5,1,5,1,46
570	23;1,6,1,46
571	23;1,8,1,1,2,1,1,1,15,3,2,1,6,7,1,4,2,3,4,2,23,2,4,3,2,4,1,7,6,1,2,3,15,1,1,1,2,1,1,8,1,46
572	23;1,10,1,46
573	23;1,14,1,46
574	23;1,22,1,46
575	23;1,46
576	24
577	24;48
578	24;24,48
579	24;16,48
580	24;12,48
581	24;9,1,1,1,1,1,3,11,1,3,2,6,2,3,1,11,3,1,1,1,1,1,9,48
582	24;8,48
583	24;6,1,7,5,4,5,7,1,6,48
584	24;6,48
585	24;5,2,1,4,1,2,5,48
586	24;4,1,4,1,1,2,1,2,7,1,2,2,1,7,2,1,2,1,1,4,1,4,48
587	24;4,2,1,1,1,1,23,1,1,1,1,2,4,48
588	24;4,48
589	24;3,1,2,2,15,1,3,9,2,4,1,11,3,6,1,1,1,1,3,2,3,1,1,1,1,6,3,11,1,4,2,9,3,1,15,2,2,1,3,48
590	24;3,2,4,2,3,48
591	24;3,4,1,1,7,1,1,4,3,48
592	24;3,48
593	24;2,1,5,2,2,1,1,2,2,5,1,2,48
594	24;2,1,2,5,24,5,2,1,2,48
595	24;2,1,1,4,1,4,1,1,2,48
596	24;2,2,2,1,1,1,6,2,1,9,12,9,1,2,6,1,1,1,2,2,2,48
597	24;2,3,3,1,3,1,2,11,1,6,16,6,1,11,2,1,3,1,3,3,2,48
598	24;2,4,1,15,2,15,1,4,2,48
599	24;2,9,3,2,1,1,3,1,6,4,1,2,1,23,1,2,1,4,6,1,3,1,1,2,3,9,2,48
600	24;2,48
601	24;1,1,15,1,5,5,3,1,1,2,1,2,2,1,9,9,1,2,2,1,2,1,1,3,5,5,1,15,1,1,48
602	24;1,1,6,1,1,48
603	24;1,1,3,1,23,1,3,1,1,48
604	24;1,1,2,1,3,2,1,1,1,1,1,4,1,5,3,9,1,1,15,1,6,12,6,1,15,1,1,9,3,5,1,4,1,1,1,1,1,2,3,1,2,1,1,48
605	24;1,1,2,11,1,8,1,11,2,1,1,48
606	24;1,1,1,1,1,1,2,1,9,8,9,1,2,1,1,1,1,1,1,48
607	24;1,1,1,3,7,1,15,1,1,4,1,23,1,4,1,1,15,1,7,3,1,1,1,48
608	24;1,1,1,11,1,1,1,48
609	24;1,2,9,1,1,6,1,1,9,2,1,48
610	24;1,2,3,5,5,3,2,1,48
611	24;1,2,1,1,4,2,1,2,4,1,1,2,1,48
612	24;1,2,1,4,1,2,1,48
613	24;1,3,6,1,4,1,1,1,3,2,11,1,15,1,1,2,2,1,1,15,1,11,2,3,1,1,1,4,1,6,3,1,48
614	24;1,3,1,1,9,2,1,4,3,1,1,2,24,2,1,1,3,4,1,2,9,1,1,3,1,48
615	24;1,3,1,48
616	24;1,4,1,1,6,1,1,4,1,48
617	24;1,5,4,2,1,6,2,2,6,1,2,4,5,1,48
618	24;1,6,8,6,1,48
619	24;1,7,3,5,4,1,3,1,2,1,1,9,2,1,1,1,15,1,23,1,15,1,1,1,2,9,1,1,2,1,3,1,4,5,3,7,1,48
620	24;1,8,1,48
621	24;1,11,2,11,1,48
622	24;1,15,1,1,1,4,1,7,2,24,2,7,1,4,1,1,1,15,1,48
623	24;1,23,1,48
624	24;1,48
625	25
626	25;50
627	25;25,50
628	25;16,1,2,5,4,2,1,2,2,3,1,3,12,3,1,3,2,2,1,2,4,5,2,1,16,50
629	25;12,1,1,12,50
630	25;10,50
631	25;8,2,1,4,1,9,4,2,6,1,2,1,2,1,1,1,1,4,2,2,2,1,16,25,16,1,2,2,2,4,1,1,1,1,2,1,2,1,6,2,4,9,1,4,1,2,8,50
632	25;7,6,7,50
633	25;6,3,1,2,2,1,1,2,16,2,1,1,2,2,1,3,6,50
634	25;5,1,1,2,1,4,3,6,1,7,1,1,7,1,6,3,4,1,2,1,1,5,50
635	25;5,50
636	25;4,1,1,3,3,12,3,3,1,1,4,50
637	25;4,5,2,1,3,1,1,12,16,1,2,1,16,12,1,1,3,1,2,5,4,50
638	25;3,1,6,2,6,1,3,50
639	25;3,1,1,2,4,4,1,4,1,4,4,2,1,1,3,50
640	25;3,2,1,4,1,11,1,4,1,2,3,50
641	25;3,6,1,9,3,1,3,1,5,1,1,5,1,3,1,3,9,1,6,3,50
642	25;2,1,24,1,2,50
643	25;2,1,3,1,16,8,2,1,1,5,25,5,1,1,2,8,16,1,3,1,2,50
644	25;2,1,1,1,6,1,1,1,2,50
645	25;2,1,1,12,10,12,1,1,2,50
646	25;2,2,2,50
